TxHash,BlockNumber,UnixTimestamp,FromAddress,ToAddress,TokenContractAddress,Type,TokenSymbol,TokensTransferred,TransactionFee,Status,ErrCode
0xf7597fbf8d92333086384e2d42cbbc21bdd578dcf4f707cf078bb7c4865c818b,1167581,2022-06-04 08:39:00.000000Z,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,177519650,22169010000000000,ok,
0xf7597fbf8d92333086384e2d42cbbc21bdd578dcf4f707cf078bb7c4865c818b,1167581,2022-06-04 08:39:00.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,177519650,22169010000000000,ok,
0xf7597fbf8d92333086384e2d42cbbc21bdd578dcf4f707cf078bb7c4865c818b,1167581,2022-06-04 08:39:00.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,115228004,22169010000000000,ok,
0xf7597fbf8d92333086384e2d42cbbc21bdd578dcf4f707cf078bb7c4865c818b,1167581,2022-06-04 08:39:00.000000Z,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,115228004,22169010000000000,ok,
0xf7597fbf8d92333086384e2d42cbbc21bdd578dcf4f707cf078bb7c4865c818b,1167581,2022-06-04 08:39:00.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,115228004,22169010000000000,ok,
0xf7597fbf8d92333086384e2d42cbbc21bdd578dcf4f707cf078bb7c4865c818b,1167581,2022-06-04 08:39:00.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,74794497,22169010000000000,ok,
0xf7597fbf8d92333086384e2d42cbbc21bdd578dcf4f707cf078bb7c4865c818b,1167581,2022-06-04 08:39:00.000000Z,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,74794497,22169010000000000,ok,
0xf7597fbf8d92333086384e2d42cbbc21bdd578dcf4f707cf078bb7c4865c818b,1167581,2022-06-04 08:39:00.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,74794497,22169010000000000,ok,
0x5d0266114ffc4764b4ab3b5aba741fc23f43e99e0e00695a884d2118ddaa7b70,1167741,2022-06-04 09:13:48.000000Z,0x0000000000000000000000000000000000000000,0xa3c143bf757c0d538143a4757032e64aed239df0,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,635,1914558681200000,ok,
0x5d0266114ffc4764b4ab3b5aba741fc23f43e99e0e00695a884d2118ddaa7b70,1167741,2022-06-04 09:13:48.000000Z,0xa9fc75f34c338f658bc0beaa57f14d675301185f,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,100000000,1914558681200000,ok,
0x5d0266114ffc4764b4ab3b5aba741fc23f43e99e0e00695a884d2118ddaa7b70,1167741,2022-06-04 09:13:48.000000Z,0x0000000000000000000000000000000000000000,0xa9fc75f34c338f658bc0beaa57f14d675301185f,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,100000000,1914558681200000,ok,
0xf32371f50923c3182ff805ea51df32d9f0ea6798beb85deb2e8c0ec94af9c459,1167752,2022-06-04 09:16:06.000000Z,0x0000000000000000000000000000000000000000,0xa3c143bf757c0d538143a4757032e64aed239df0,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,42,6311697739000000,ok,
0xf32371f50923c3182ff805ea51df32d9f0ea6798beb85deb2e8c0ec94af9c459,1167752,2022-06-04 09:16:06.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xa9fc75f34c338f658bc0beaa57f14d675301185f,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,10000000,6311697739000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x0000000000000000000000000000000000000000,0xa3c143bf757c0d538143a4757032e64aed239df0,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,400,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,100000000,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,100000000,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,64910000,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,64910000,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,64910000,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,42133081,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,42133081,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,42133081,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,27348582,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,27348582,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,27348582,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,17751964,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,17751964,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,17751964,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,11522799,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,11522799,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,11522799,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,7479448,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x22d21bb7f1d2b2b129a8a0719a885a66765950f4,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,7479448,25523260000000000,ok,
0xebf5e17e9832d2dc768cd90b4d7b5aa7c44f2dfae587f43473a1ea265cee101e,1167854,2022-06-04 09:38:00.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,7479448,25523260000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x0000000000000000000000000000000000000000,0xa3c143bf757c0d538143a4757032e64aed239df0,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,656,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,100000000,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,100000000,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,64910000,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,64910000,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,64910000,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,42133081,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,42133081,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,42133081,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,27348582,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,27348582,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,27348582,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,17751964,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,17751964,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,17751964,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,11522799,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,11522799,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,11522799,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0xffffffffffffffffffffffffffffffffffffffff,OUT,DOT,7479448,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x02db5f05c0f4e9fb73222e9c08176fe0f7ff8e8b,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,0xffffffffffffffffffffffffffffffffffffffff,IN,DOT,7479448,25012960000000000,ok,
0xd2306f1e125effca9be7a517aa5335d7b784b91a9fb731378511a248617da5d1,1168007,2022-06-04 10:10:48.000000Z,0x0000000000000000000000000000000000000000,0x3ff1ad046cf6b5f5fc035b909e0e4482186b8354,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,7479448,25012960000000000,ok,
0x2f5ec40fd380e3f5d6748eb102b1362e22a00e711ab63b97b11f927ec38431b7,1168058,2022-06-04 10:22:12.000000Z,0x0000000000000000000000000000000000000000,0xa3c143bf757c0d538143a4757032e64aed239df0,0x86eaded1f56ad656657b90d60483e1d0a5f7c20b,,lDOT,248,8399807000000000,ok,
